chrom	motif_start	motif_end	strand	n_spanning_fibers	n_spanning_msps	n_overlapping_nucs	module:0-5	footprint_codes	fire_qual	fiber_name	haplotype	haplotype_H2_count	haplotype_H1_count	n_modules	has_spanning_msp	file	type	sample
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_215542_s3/149296917/ccs	H2	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_222648_s4/9180201/ccs	H1	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	0	m84055_231004_215542_s3/54788622/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	False	1	244	m84055_231004_215542_s3/211093172/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	245	m84055_231004_222648_s4/245043410/ccs	H1	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	0	m84055_231004_215542_s3/162664883/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_215542_s3/246158822/ccs	H1	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	244	m84055_231004_215542_s3/167248354/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_215542_s3/208410123/ccs	H1	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	0	m84055_231004_215542_s3/264312045/ccs	H1	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_222648_s4/189075118/ccs	H1	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	0	m84055_231004_222648_s4/189402255/ccs	H1	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_215542_s3/73269837/ccs	H1	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_222648_s4/116987459/ccs	H1	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	0	m84055_231004_215542_s3/20251817/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_215542_s3/157943139/ccs	H1	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	249	m84055_231004_215542_s3/260900590/ccs	H1	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	246	m84055_231004_215542_s3/84935305/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	False	1	243	m84055_231004_215542_s3/84088270/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_222648_s4/196679357/ccs	H2	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	False	1	246	m84055_231004_222648_s4/221840857/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_215542_s3/4198397/ccs	H1	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	False	1	0	m84055_231004_215542_s3/181602002/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	False	1	249	m84055_231004_215542_s3/73205432/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_215542_s3/11472808/ccs	H1	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_222648_s4/252253550/ccs	H1	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	249	m84055_231004_222648_s4/34933392/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_222648_s4/215026040/ccs	H1	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	242	m84055_231004_222648_s4/203620828/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	0	m84055_231004_222648_s4/209980050/ccs	H1	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	0	m84055_231004_222648_s4/77792028/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	False	1	249	m84055_231004_215542_s3/31458335/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_222648_s4/2691774/ccs	H1	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	247	m84055_231004_215542_s3/229446556/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	246	m84055_231004_215542_s3/212274637/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_215542_s3/68620804/ccs	H1	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_222648_s4/48960934/ccs	H1	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	0	m84055_231004_215542_s3/249433213/ccs	H1	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	False	1	250	m84055_231004_215542_s3/175836580/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_215542_s3/216338237/ccs	H1	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	248	m84055_231004_215542_s3/65541496/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	2	-1	m84055_231004_222648_s4/250218178/ccs	H1	22	22	1	False	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	True	3	244	m84055_231004_222648_s4/120783326/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	44	26	18	False	1	0	m84055_231004_215542_s3/108269892/ccs	H2	22	22	1	True	CCAAT.PS00383	CCAAT	PS00383
chr6	32628068	32628073	+	186	56	127	True	2	-1	m84046_230828_215531_s4/218697775/ccs	H2	92	94	1	False	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	2	-1	m84046_230825_191347_s3/855145/ccs	H2	92	94	1	False	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	3	248	m84046_230828_225743_s2/30282073/ccs	H2	92	94	1	True	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	2	-1	m84046_230828_225743_s2/18481180/ccs	H1	92	94	1	False	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	2	-1	m84046_230828_225743_s2/123668151/ccs	H2	92	94	1	False	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	2	-1	m84046_230828_212510_s3/175833963/ccs	H2	92	94	1	False	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	False	1	249	m84046_230828_215531_s4/221777466/ccs	H1	92	94	1	True	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	2	-1	m84046_230828_222637_s1/259000678/ccs	H1	92	94	1	False	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	3	249	m84046_230828_215531_s4/132125379/ccs	H1	92	94	1	True	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	3	248	m84046_230828_225743_s2/208602704/ccs	H1	92	94	1	True	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	2	-1	m84046_230828_222637_s1/11928011/ccs	H1	92	94	1	False	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	2	-1	m84046_230828_222637_s1/129762754/ccs	H1	92	94	1	False	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	2	-1	m84046_230828_222637_s1/237638330/ccs	H2	92	94	1	False	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	2	-1	m84046_230828_225743_s2/46925790/ccs	H1	92	94	1	False	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	2	-1	m84046_230825_191347_s3/189338639/ccs	H2	92	94	1	False	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	3	249	m84046_230828_212510_s3/81662475/ccs	H2	92	94	1	True	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	2	-1	m84046_230825_191347_s3/20453210/ccs	H2	92	94	1	False	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	2	-1	m84046_230828_225743_s2/163972603/ccs	H1	92	94	1	False	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	3	250	m84046_230828_215531_s4/114561178/ccs	H2	92	94	1	True	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
chr6	32628068	32628073	+	186	56	127	True	2	-1	m84046_230828_222637_s1/188880795/ccs	H2	92	94	1	False	CCAAT.PS00338_COLO829BL_1	CCAAT	PS00338_COLO829BL_1
